Package,Version,License(s)
dotenv-webpack,"7.0.3, 1.8.0",MIT License
@jimp-tiff,0.10.3,MIT License
p-retry,3.0.1,MIT License
fast-levenshtein,2.0.6,MIT License
AWS Java SDK for AWS Budgets,1.11.892,Apache License 2.0
jest-haste-map,23.6.0,MIT License
mississippi,"2.0.0, 3.0.0","BSD 2-clause ""Simplified"" License"
AWS Java SDK for AWS Cloud9,1.11.892,Apache License 2.0
qs -  QS Querystring,"v6.7.0, 6.5.2","BSD 3-clause ""New"" or ""Revised"" License"
css-loader,"5.2.4, 5.2.7, 5.2.6, 3.6.0, 1.0.0",MIT License
ansi-escapes,"v3.2.0, 3.1.0, 4.3.2",MIT License
acorn-dynamic-import,3.0.0,MIT License
AWS Java SDK for AWS Signer,1.11.892,Apache License 2.0
React from Facebook,16.6.3,MIT License
@babel-helper-skip-transparent-expression-wrappers,"7.14.5, 7.15.4, 7.16.0",MIT License
escodegen,v1.11.0,"BSD 2-clause ""Simplified"" License"
go.uber.org-multierr,"v1.1.0, v1.5.0",MIT License
require-from-string,2.0.2,MIT License
node-cookie,"0.4.1, v0.4.0, 0.3.1",MIT License
pascalcase,0.1.1,MIT License
googlei18n-libphonenumber,8.0.0,Apache License 2.0
@octokit-plugin-rest-endpoint-methods,5.13.0,MIT License
errno,"0.1.8, 0.1.7",MIT License
babel-eslint,9.0.0,MIT License
style-loader,2.0.0,MIT License
ASM Commons,"7.2, 5.0.3, 6.2.1","BSD 3-clause ""New"" or ""Revised"" License"
internal-ip,"4.3.0, 3.0.1",MIT License
log-symbols,4.1.0,MIT License
to-fast-properties,2.0.0,MIT License
golang.org-x-text,"v0.3.6, 20180804-snapshot-17ff2d57, v0.3.4, v0.3.0, v0.3.2, 20160721-snapshot-2910a502, 20181215-snapshot-e6919f65, v0.3.3","BSD 3-clause ""New"" or ""Revised"" License"
@storybook-core,6.3.6,MIT License
sockjs-client-node,1.5.1,MIT License
deprecation,2.3.1,ISC License
AWS Java SDK for AWS IoT 1-Click Devices,1.11.892,Apache License 2.0
Esprima,"3.1.3, 4.0.1","BSD 2-clause ""Simplified"" License"
@babel-plugin-syntax-private-property-in-object,7.14.5,MIT License
deep-object-diff,1.1.0,MIT License
@babel-helper-validator-identifier,"7.14.9, 7.15.7",MIT License
postcss-values-parser,"2.0.1, 2.0.0",MIT License
destroy,1.0.4,MIT License
jest-each,23.6.0,MIT License
jest-util,23.4.0,MIT License
code-point-at,1.1.0,MIT License
@babel-helper-module-imports,"7.16.0, 7.0.0, 7.15.4, 7.14.5",MIT License
OkHttp Logging Interceptor,4.9.1,Apache License 2.0
restore-cursor,v3.1.0,MIT License
colors.js,"1.1.2, 1.4.0",MIT License
godebug,v1.1.0,Apache License 2.0
@angular-cli,"12.2.4, 12.2.13, 12.1.4",MIT License
@types-echarts,4.9.12,MIT License
parseurl,"1.3.2, 1.3.3",MIT License
AWS Java SDK for AWS Outposts,1.11.892,Apache License 2.0
@types-json-schema,7.0.9,MIT License
AWS Java SDK for Amazon Redshift,1.11.892,Apache License 2.0
modern-go-reflect2,"20180320-snapshot-05fbef0c, 20180630-snapshot-4b7aa43c, 1.0.1",Apache License 2.0
google-uuid,"v1.1.1, v1.0.0","BSD 3-clause ""New"" or ""Revised"" License"
Jackson-datatype-jdk8,"2.10.2, 2.10.5",Apache License 2.0
Guava ListenableFuture only,9999.0-empty-to-avoid-conflict-with-guava,Apache License 2.0
core,2.3.3,Apache License 2.0
@emotion-serialize,0.11.16,MIT License
ignore-walk,"3.0.4, 3.0.1",ISC License
array.prototype.flatmap,1.2.5,MIT License
browserify-cipher,1.0.1,MIT License
AWS Java SDK for AWS Marketplace Entitlement,1.11.892,Apache License 2.0
AWS Java SDK for AWS RoboMaker,1.11.892,Apache License 2.0
AWS Java SDK for AWS WAFV2,1.11.892,Apache License 2.0
Apache Log4j,2.13.3,Apache License 2.0
docker-java-shaded,"3.1.0-rc-5, 3.0.14","Apache License 2.0,License Not Found,Unknown License"
anymatch,"2.0.0, 1.3.2, 3.1.2",ISC License
jackson-dataformat-csv,2.10.2,Apache License 2.0
AWS Java SDK for Elastic Load Balancing,1.11.892,Apache License 2.0
@types-d3-polygon,1.0.8,MIT License
md5.js,1.3.5,MIT License
glob-parent,"2.0.0, 3.1.0, 5.1.2",ISC License
expand-tilde,2.0.2,MIT License
case-sensitive-paths-webpack-plugin,"2.4.0, 2.1.2",MIT License
esrecurse,"v4.3.0, 4.2.1","BSD 2-clause ""Simplified"" License"
Del using Globs,"2.2.2, 3.0.0, v4.1.1",MIT License
google-gofuzz,"20170612-snapshot-24818f79, v1.0.0, 20161122-snapshot-44d81051",Apache License 2.0
get-stdin,7.0.0,MIT License
cli-table3,"0.6.0, 0.5.1",MIT License
cssesc,"0.1.0, 2.0.0, 3.0.0",MIT License
@storybook-addon-controls,6.3.6,MIT License
chokidar,"3.5.2, 1.7.0, 2.1.8, 2.0.4",MIT License
isobject,"3.0.1, 2.1.0",MIT License
emotion,"10.0.27, 10.2.2",MIT License
greenlet,0.4.15,MIT License
is-symbol,1.0.2,MIT License
es6-promisify,5.0.0,MIT License
AWS Java SDK for AWS Step Functions,1.11.892,Apache License 2.0
AWS Java SDK for Amazon WorkMail,1.11.892,Apache License 2.0
Chromium (Google Chrome),53.0.2785.101,"(MIT License AND ISC License AND Apache License 2.0 AND BSD 3-clause ""New"" or ""Revised"" License AND The Open SSL License),(Independent JPEG Group License AND MIT License AND ISC License AND Apache License 2.0 AND BSD 3-clause ""New"" or ""Revised"" License AND The Open SSL License)"
mikeal-oauth-sign,0.9.0,Apache License 2.0
spray JSON,"v1.3.6, v1.3.5",Apache License 2.0
is-fullwidth-code-point,"3.0.0, 1.0.0, 2.0.0",MIT License
expressjs-compressible,"2.0.18, 2.0.15",MIT License
estraverse,"v4.3.0, 5.2.0, 4.2.0","BSD 2-clause ""Simplified"" License"
@types-micromatch,4.0.2,MIT License
split-string,3.1.0,MIT License
path-exists,"2.1.0, 3.0.0, 4.0.0",MIT License
javax.ws.rs-api,2.1.1,"Eclipse Public License 2.0,Common Development and Distribution License 1.1"
python-lnd-grpc,0.0.1,MIT License
github.com-go-logr-zapr,"v0.1.0, v0.1.1",Apache License 2.0
http-proxy-agent,4.0.1,MIT License
@angular-devkit-build-angular,"12.1.4, 12.0.5",MIT License
circular-json,0.3.3,MIT License
monotonic,1.6,Apache License 2.0
ajv-keywords,"3.5.2, 3.2.0",MIT License
Bluebird JS,"3.5.2, v3.7.2, 3.5.3",MIT License
io.swagger:swagger-annotations,"1.6.2, 1.5.20",Apache License 2.0
AWS Java SDK for AWS MediaConnect,1.11.892,Apache License 2.0
@babel-types,"7.1.3, 7.16.0, 7.15.4, 7.15.0",MIT License
jszip,3.7.1,(MIT License OR GNU General Public License v3.0 or later)
msgpack,1.0.2,Apache License 2.0
indexes-of,1.0.1,MIT License
ora,"5.4.1, 5.4.0",MIT License
browserify-zlib,0.2.0,MIT License
@jimp-plugin-displace,0.10.3,MIT License
chromatic,5.10.2,MIT License
FindBugs jsr305,"3.0.0, 3.0.2",Apache License 2.0
make-fetch-happen,"9.1.0, 9.0.4",ISC License
Apache HttpClient,"4.5.5, 4.5.9, 3.1, 4.5.6, 4.5.13",Apache License 2.0
@types-hast,2.3.4,MIT License
go-check-check,"20180628-snapshot-788fd784, 20171108-snapshot-20d25e28, 20190902-snapshot-41f04d3b, 20200902-snapshot-038fdea0","BSD 2-clause ""Simplified"" License"
@babel-plugin-syntax-optional-catch-binding,"7.8.3, 7.0.0",MIT License
aggregate-error,3.1.0,MIT License
prelude-ls,1.1.2,MIT License
app-root-path,3.0.0,MIT License
d3-collection,1.0.7,"BSD 3-clause ""New"" or ""Revised"" License"
extglob,"2.0.4, 0.3.2",MIT License
Log4J API,2.13.3,Apache License 2.0
selfsigned,v1.10.11,MIT License
postcss-modules-local-by-default,"1.2.0, 4.0.0",MIT License
Acorn-JSX,"5.3.2, 5.0.0",MIT License
Mozilla Rhino,1.7.7.1,Mozilla Public License 2.0
@types-react-syntax-highlighter,"11.0.4, 11.0.5",MIT License
is-svg,3.0.0,MIT License
@types-sinonjs__fake-timers,"6.0.4, 6.0.1",MIT License
caseless,0.12.0,Apache License 2.0
colorette,"1.3.0, 1.4.0, 2.0.16, 1.2.2",MIT License
enum34,1.1.6,"BSD 3-clause ""New"" or ""Revised"" License"
jackson-dataformat-yaml,2.9.6,Apache License 2.0
Apache Commons Math,3.6.1,Apache License 2.0
aria-query,"3.0.0, v4.2.2",Apache License 2.0
Inquirer.js,"6.2.0, 8.1.1, 8.1.2, 8.0.0",MIT License
@jest-test-result,25.5.0,MIT License
merge-source-map,1.1.0,MIT License
@request-promise-core,"1.1.1, 1.1.4",ISC License
@types-npmlog,4.1.3,MIT License
@types-d3-transition,1.3.2,MIT License
postcss-initial,"3.0.4, 3.0.0",MIT License
cssnano-util-get-arguments,4.0.0,MIT License
sindresorhus-slash,v3.0.0,MIT License
AWS Java SDK for Amazon Route 53 Resolver,1.11.892,Apache License 2.0
@npmcli-node-gyp,"1.0.2, 1.0.3",ISC License
lodash._reinterpolate,3.0.0,MIT License
io.grpc:grpc-netty-shaded,1.13.1,Apache License 2.0
@jimp-gif,0.10.3,MIT License
p-defer,1.0.0,MIT License
AWS Java SDK for Amazon Data Lifecycle Manager,1.11.892,Apache License 2.0
AWS Java SDK for AWS Network Manager,1.11.892,Apache License 2.0
AWS Java SDK for AWS STS,1.11.892,Apache License 2.0
@types-react,17.0.34,MIT License
python-daemon (pypi),2.3.0,Apache License 2.0
d3-force,1.2.1,"BSD 3-clause ""New"" or ""Revised"" License"
@types-istanbul-reports,"1.1.2, 3.0.1",MIT License
decamelize-keys,1.1.0,MIT License
@babel-helper-compilation-targets,"7.16.3, 7.15.0, 7.15.4",MIT License
character-entities-legacy,1.1.4,MIT License
@types-d3-array,1.2.9,MIT License
printj,1.1.2,Apache License 2.0
nanoid,"3.1.25, 3.1.23",MIT License
js-levenshtein,1.1.4,MIT License
@storybook-api,"6.3.12, 5.3.21, 6.3.6",MIT License
websocket-client,"v0.57.0, v0.56.0, 1.2.1","BSD 3-clause ""New"" or ""Revised"" License,Apache License 2.0"
domelementtype,"1.3.1, 2.2.0, 1.1.3, 1.2.1","BSD 2-clause ""Simplified"" License"
resolve-from,"3.0.0, 4.0.0",MIT License
postcss-gap-properties,2.0.0,Creative Commons Zero v1.0 Universal
@babel-plugin-transform-unicode-regex,"7.14.5, 7.0.0, 7.16.0",MIT License
@types-d3-collection,1.0.10,MIT License
Jackson dataformats: Binary,"2.12.3, 2.6.7",Apache License 2.0
optimize-css-assets-webpack-plugin,5.0.1,MIT License
@babel-plugin-syntax-nullish-coalescing-operator,7.8.3,MIT License
gopacket,v1.1.19,"BSD 3-clause ""New"" or ""Revised"" License"
rimraf,"3.0.2, 2.7.1",ISC License
aws4,"1.8.0, v1.11.0",MIT License
clean-css,"4.2.4, 4.2.1, 5.2.2",MIT License
read-cache,1.0.0,MIT License
SLF4J LOG4J-12 Binding,"1.7.25, 1.7.6",MIT License
@types-node-fetch,2.5.12,MIT License
toidentifier,1.0.0,MIT License
pn,1.1.0,MIT License
AWS Java SDK for Amazon Translate,1.11.892,Apache License 2.0
minimalistic-assert,1.0.1,ISC License
d3-interpolate,v1.4.0,"BSD 3-clause ""New"" or ""Revised"" License"
jest-diff,23.6.0,MIT License
@jimp-plugin-gaussian,0.10.3,MIT License
npm-bundled,"1.0.5, 1.1.2",ISC License
antlr4,4.7.1,"(MIT License AND BSD 3-clause ""New"" or ""Revised"" License)"
@storybook-addon-docs,6.3.6,MIT License
log4js-node,6.3.0,Apache License 2.0
jest-resolve,23.6.0,MIT License
string-width,"4.2.2, 2.1.1, 1.0.2, v3.1.0",MIT License
loader-utils,"2.0.0, 1.1.0, 1.4.0",MIT License
fill-range,"2.2.4, 7.0.1, 4.0.0",MIT License
@babel-plugin-transform-object-super,"7.16.0, 7.1.0, 7.14.5",MIT License
@npmcli-run-script,"1.8.6, 1.8.5",ISC License
ajv-errors,"1.0.1, 1.0.0",MIT License
@discoveryjs-json-ext,"0.5.2, 0.5.3",MIT License
setprototypeof,"1.1.0, 1.1.1",ISC License
babel-plugin-macros,"2.8.0, 2.4.2, 3.1.0",MIT License
@storybook-core-common,"6.3.12, 6.3.6",MIT License
commons-codec,1.15,Apache License 2.0
AWS Java SDK for AWS KMS,"1.12.57, 1.11.892",Apache License 2.0
jakarta.ws.rs-api,2.1.6,Eclipse Public License 2.0
ignore,"4.0.6, 3.3.10, 5.1.8",MIT License
ajv,"v8.2.0, 6.12.6, v8.6.0, 8.7.1, 5.5.2, 6.5.4, v8.6.2",MIT License
Apache Commons Digester,"1.8.1, 2.1","Apache License 1.1,Apache License 2.0"
d3-voronoi,v1.1.4,"(MIT License AND BSD 3-clause ""New"" or ""Revised"" License)"
kafka-connect-hazelcast,1.2.0,Apache License 2.0
es-module-lexer,"0.4.1, 0.9.3, 0.7.1",MIT License
css-prefers-color-scheme,3.1.1,Creative Commons Zero v1.0 Universal
pacote,"11.3.5, 11.3.4",ISC License
AWS Java SDK for Amazon RDS,1.11.892,Apache License 2.0
chill,0.9.3,Apache License 2.0
impacket,0.9.23,Apache License 1.1
BabelJS,"7.0.0-bridge.0, 6.26.3",MIT License
reusify,1.0.4,MIT License
@sinonjs-commons,1.8.3,"BSD 3-clause ""New"" or ""Revised"" License"
os-browserify,0.3.0,MIT License
http-errors,"1.7.3, 1.6.3, 1.7.2",MIT License
is-arrayish,"0.2.1, 0.3.2",MIT License
Netty-TomcatNative [BoringSSL - Static],2.0.8.Final,Apache License 2.0
follow-redirects,"1.14.1, v1.5.9, 1.14.3",MIT License
ESLint,v5.6.0,MIT License
@mdx-js-mdx,1.6.22,MIT License
axios,0.21.4,MIT License
acorn-globals,"4.3.0, 4.3.4",MIT License
har-schema,2.0.0,ISC License
fs.realpath,1.0.0,ISC License
google-gnxi,20210716-snapshot-cb5c5575,Apache License 2.0
parse-glob,3.0.4,MIT License
json-stringify-safe,5.0.1,ISC License
postcss-double-position-gradients,1.0.0,Creative Commons Zero v1.0 Universal
collect-v8-coverage,1.0.1,MIT License
@angular-common,"12.1.5, 12.2.13, 12.2.4",MIT License
popmotion,8.7.6,MIT License
jsbn,0.1.1,MIT License
rgba-regex,1.0.0,MIT License
play-json,"2.9.2, 2.8.1, 2.7.2",Apache License 2.0
JSON-java,"20180813, 20180130, 20090211",JSON License
run-async,2.4.1,MIT License
defaults,1.0.3,MIT License
node-fileset,2.0.3,MIT License
@babel-plugin-proposal-class-static-block,"7.14.5, 7.15.4, 7.16.0",MIT License
AWS Java SDK for AWSServerlessApplicationRepository,1.11.892,Apache License 2.0
@babel-helper-create-regexp-features-plugin,"7.16.0, 7.14.5",MIT License
dom-converter,0.2.0,MIT License
Colingo-global,4.4.0,MIT License
d3-dsv,v1.2.0,"BSD 3-clause ""New"" or ""Revised"" License"
base64-js,"1.3.0, 1.5.1",MIT License
@babel-plugin-transform-new-target,"7.0.0, 7.16.0, 7.14.5",MIT License
@babel-plugin-transform-react-jsx-development,7.16.0,MIT License
d3-scale-chromatic,1.5.0,"BSD 3-clause ""New"" or ""Revised"" License"
AWS Java SDK for AWS Performance Insights,1.11.892,Apache License 2.0
AWS Java SDK for AWS Certificate Manager,1.11.892,Apache License 2.0
XMLTooling Java,1.4.4,Apache License 2.0
pyca-cryptography,"35.0.0, 36.0.0","(Apache License 2.0 OR BSD 3-clause ""New"" or ""Revised"" License)"
functional-red-black-tree,1.0.1,MIT License
Apache Commons CLI,1.4,Apache License 2.0
Apache Commons BeanUtils,1.9.4,Apache License 2.0
@babel-preset-typescript,7.16.0,MIT License
go-inf-inf,"v0.9.1, v0.9.0","BSD 3-clause ""New"" or ""Revised"" License"
error-prone annotations,"2.1.3, 2.1.2, 2.3.4",Apache License 2.0
d3-time-format,2.3.0,"BSD 3-clause ""New"" or ""Revised"" License"
pycryptodome,3.9.6,"(Apache License 2.0 AND BSD 3-clause ""New"" or ""Revised"" License AND Public Domain)"
Scalastyle style checker for Scala,1.0.0,Apache License 2.0
@babel-plugin-transform-property-literals,"7.16.0, 7.14.5",MIT License
ansi-html,0.0.7,Apache License 2.0
glob-to-regexp,"0.4.1, 0.3.0","BSD 2-clause ""Simplified"" License,BSD 3-clause ""New"" or ""Revised"" License"
internmap,1.0.1,ISC License
@babel-plugin-proposal-dynamic-import,"7.14.5, 7.16.0",MIT License
Prometheus Java Simpleclient Httpserver,0.11.0,Apache License 2.0
axobject-query,"2.0.2, 2.2.0",Apache License 2.0
io.grpc:grpc-api,1.28.0,Apache License 2.0
airbnb-js-shims,2.2.1,MIT License
@cypress-request,"2.88.5, 2.88.7",Apache License 2.0
ngrx-store-logger,0.2.4,MIT License
@octokit-endpoint,6.0.12,MIT License
@babel-plugin-transform-block-scoped-functions,"7.0.0, 7.16.0, 7.14.5",MIT License
dominikh-go-tools,"2019.2.3, 20190106-snapshot-3f1c8253",MIT License
license-webpack-plugin,"v2.3.20, v2.3.19",ISC License
@webassemblyjs-helper-numbers,"1.11.0, 1.11.1",MIT License
AWS Java SDK for Firewall Management,1.11.892,Apache License 2.0
alphanum-sort,1.0.2,MIT License
pify,"3.0.0, 4.0.1, 2.3.0",MIT License
pyvmomi-community-samples,20170724-snapshot-9e8fd25b,Apache License 2.0
fs-minipass,"1.2.5, v2.1.0",ISC License
define-properties,v1.1.3,MIT License
go-spew,"v1.1.1, v1.1.0, 20160317-snapshot-5215b55f",ISC License
AWS Java SDK for AWS Marketplace Commerce Analytics,1.11.892,Apache License 2.0
@babel-plugin-transform-modules-commonjs,"7.1.0, 7.16.0, 7.15.4, 7.15.0",MIT License
unpipe,1.0.0,MIT License
client-java-api,13.0.0,Apache License 2.0
emojis-list,"2.1.0, 3.0.0",MIT License
io.grpc:grpc-protobuf,"1.13.1, 1.28.0",Apache License 2.0
isaacs-once,1.4.0,ISC License
Netty-Codec-SMTP,4.1.70.Final,Apache License 2.0
fs-extra,"4.0.3, 7.0.0, 8.1.0",MIT License
cssom,"0.3.8, 0.3.4, 0.4.4",MIT License
@types-stack-utils,1.0.1,MIT License
scala-compiler,"2.12.12, 2.10.6, 2.12.6","Apache License 2.0,BSD 3-clause ""New"" or ""Revised"" License"
browser-process-hrtime,"1.0.0, 0.1.3","BSD 2-clause ""Simplified"" License"
@storybook-source-loader,6.3.6,MIT License
babylon,6.18.0,ISC License
hpcloud-tail,v1.0.0,MIT License
is-arguments,"1.1.0, 1.1.1",MIT License
@types-geojson,7946.0.8,MIT License
@types-d3-sankey,0.11.2,MIT License
@babel-plugin-syntax-dynamic-import,"7.0.0, 7.8.3",MIT License
arr-flatten,1.1.0,MIT License
color-string,1.5.3,MIT License
end-of-stream,"1.4.1, v1.4.4",MIT License
class-utils,0.3.6,MIT License
@storybook-builder-webpack4,6.3.6,MIT License
AWS Java SDK for AWS CloudHSM V2,1.11.892,Apache License 2.0
sourcemap-codec,1.4.8,MIT License
paypal-squbs,RELEASE-0.9.0,Apache License 2.0
forwarded,"0.2.0, 0.1.2",MIT License
args4j,2.33,MIT License
AWS Java SDK :: Services :: AWS KMS,2.17.30,Apache License 2.0
@babel-plugin-syntax-typescript,7.16.0,MIT License
css-parse,2.0.0,MIT License
lodash.template,4.4.0,MIT License
istanbul-lib-instrument,"4.0.3, 1.10.2","BSD 3-clause ""New"" or ""Revised"" License"
postcss-normalize-display-values,"4.0.1, 5.0.1",MIT License
@angular-platform-browser-dynamic,"12.1.5, 12.2.4, 12.2.13",MIT License
Prometheus Java Simpleclient,"0.11.0, 0.0.22, 0.4.0",Apache License 2.0
spf13-cast,v1.3.0,MIT License
ip-regex,v2.1.0,MIT License
is-path-in-cwd,"v2.1.0, v1.0.1",MIT License
AWS Java SDK for Amazon Detective,1.11.892,Apache License 2.0
AWS Java SDK for Amazon Connect,1.11.892,Apache License 2.0
AWS Java SDK for Amazon Managed Blockchain,1.11.892,Apache License 2.0
AWS Java SDK for Amazon Macie 2,1.11.892,Apache License 2.0
RocksDB JNI,5.18.4,Apache License 2.0
zinc,0.3.15,Apache License 2.0
postcss-color-gray,5.0.0,ISC License
node-di,0.0.1,MIT License
babel-plugin-add-module-exports,1.0.2,MIT License
unicode-canonical-property-names-ecmascript,1.0.4,MIT License
Metrics Core,3.2.2,Apache License 2.0
AWS Java SDK for AWS Migration Hub Config,1.11.892,Apache License 2.0
path-is-inside,1.0.2,(MIT License OR Do What The F*ck You Want To Public License)
etag,1.8.1,MIT License
json-schema-traverse,"0.3.1, 0.4.1, 1.0.0",MIT License
copy-anything,2.0.3,MIT License
obuf,1.1.2,MIT License
to-regex-range,"2.1.1, 5.0.1",MIT License
akka-stream-alpakka-cassandra,1.0-M2,Apache License 2.0
AWS Java SDK for AWS Application Auto Scaling,1.11.892,Apache License 2.0
@babel-helper-simple-access,"7.1.0, 7.15.4, 7.14.8, 7.16.0",MIT License
ieee754,"1.1.12, v1.2.1","BSD 3-clause ""New"" or ""Revised"" License"
browserify-rsa,"4.1.0, 4.0.1",MIT License
node-open,"8.0.2, 8.2.1",MIT License
scala-java8-compat,"0.8.0, 0.9.1","BSD 3-clause ""New"" or ""Revised"" License,Apache License 2.0"
zipp,3.6.0,MIT License
AWS Java SDK for Amazon Cognito Identity Provider Service,1.11.892,Apache License 2.0
@emotion-unitless,0.7.5,MIT License
ansi-colors,"3.2.4, 4.1.1, 3.2.1",MIT License
AWS Java SDK for Amazon EMR,1.11.892,Apache License 2.0
jsr311-api,1.1.1,Common Development and Distribution License 1.0
@csstools-convert-colors,1.4.0,Creative Commons Zero v1.0 Universal
@types-babel__core,7.1.16,MIT License
npm-packlist,"1.1.12, 2.2.2",ISC License
@types-cypress,1.1.3,MIT License
Lodash,"4.17.21, 4.17.11",MIT License
node-entities,"1.1.2, 2.2.0","BSD 2-clause ""Simplified"" License"
unicode-match-property-ecmascript,1.0.4,MIT License
msg-simple,1.1,"Apache License 2.0,(Apache License 2.0 OR GNU Lesser General Public License v3.0 or later)"
@types-d3-geo,1.12.3,MIT License
ARG,4.1.3,MIT License
ini,"1.3.8, 1.3.5, 2.0.0","ISC License,MIT License"
Google Cloud Client Libraries for Go,"v0.38.0, 20200910-snapshot",Apache License 2.0
jsx-ast-utils,2.0.1,MIT License
ci-info,"3.2.0, 2.0.0, 1.6.0",MIT License
Apache Groovy,2.4.15,Apache License 2.0
golang-glog,20160125-snapshot-23def4e6,Apache License 2.0
@babel-plugin-transform-duplicate-keys,"7.14.5, 7.16.0, 7.0.0",MIT License
http-proxy,"1.17.0, 1.18.1",MIT License
AWS Java SDK for Amazon DocumentDB with MongoDB compatibility,1.11.892,Apache License 2.0
AWS Java SDK for AWS Single Sign-On Admin,1.11.892,Apache License 2.0
ngx-translate-core,v11.0.1,MIT License
@babel-plugin-proposal-nullish-coalescing-operator,"7.14.5, 7.16.0",MIT License
@typescript-eslint-visitor-keys,"4.23.0, 4.28.2",MIT License
@types-d3-chord,1.0.11,MIT License
postcss-import,"14.0.2, 14.0.1",MIT License
maorfr-helm-plugin-utils,20200216-snapshot-36d2fcf6,Apache License 2.0
map-visit,1.0.0,MIT License
AWS Java SDK for Amazon Elastic  Inference,1.11.892,Apache License 2.0
select-hose,2.0.0,MIT License
AWS Java SDK for Amazon SES,1.11.892,Apache License 2.0
@babel-plugin-transform-computed-properties,"7.16.0, 7.14.5, 7.0.0",MIT License
frac,1.1.2,Apache License 2.0
asn1.js,"4.10.1, v5.4.1",MIT License
indexof,0.0.1,MIT License
@types-d3,5.16.4,MIT License
@jimp-plugin-contain,0.10.3,MIT License
Python six,"1.12.0, 1.16.0",MIT License
@types-d3-color,1.4.2,MIT License
ASM based accessors helper used by json-smart,1.2,Apache License 2.0
pseudomap,1.0.2,ISC License
AWS Java SDK for EC2 Image Builder,1.11.892,Apache License 2.0
Google Guice,4.2.2,Apache License 2.0
import-from,2.1.0,MIT License
Apache Yetus - Audience Annotations,0.5.0,Apache License 2.0
ASM Tree,"7.2, 6.2.1, 5.0.3","BSD 3-clause ""New"" or ""Revised"" License"
@babel-plugin-transform-literals,"7.16.0, 7.14.5, 7.0.0",MIT License
postcss-page-break,2.0.0,MIT License
postcss-attribute-case-insensitive,"4.0.2, 4.0.0",MIT License
boto,2.49.0,MIT License
AWS SDK for Java,1.11.892,Apache License 2.0
@humanwhocodes-config-array,0.5.0,Apache License 2.0
compression,"1.7.3, 1.7.4",MIT License
onsi-ginkgo,"v1.7.0, v1.10.1, 20180518-snapshot-11459a88, v1.6.0, v1.11.0",MIT License
url-parse,1.5.3,MIT License
from2,2.3.0,MIT License
Netty-Codec-Redis,4.1.70.Final,Apache License 2.0
@jimp-plugin-dither,0.10.3,MIT License
@typescript-eslint-scope-manager,"4.28.2, 4.23.0",MIT License
sprintf.js,"1.1.2, 1.0.3","BSD 3-clause ""New"" or ""Revised"" License"
clone-deep,"0.2.4, 4.0.1, 2.0.2",MIT License
AWS Java SDK for Amazon EC2,1.11.892,Apache License 2.0
@types-scheduler,0.16.2,MIT License
kafka-schema-serializer,6.0.0,Apache License 2.0
mafintosh-pump,"2.0.1, 3.0.0",MIT License
p-is-promise,1.1.0,MIT License
filesize.js,3.6.1,"BSD 3-clause ""New"" or ""Revised"" License"
kafka-schema-registry-client,6.0.0,Apache License 2.0
get-own-enumerable-property-symbols,3.0.0,ISC License
kubernetes,10.0.0,Apache License 2.0
babelify,10.0.0,MIT License
fflate,0.3.11,MIT License
Netty-Transport-Classes-Epoll,4.1.70.Final,Apache License 2.0
@types-yauzl,2.9.2,MIT License
Prometheus Java Span Context Supplier - OpenTelemetry,0.11.0,Apache License 2.0
num2fraction,1.2.2,MIT License
@storybook-postinstall,6.3.6,MIT License
AWS Java SDK for Amazon Snowball,1.11.892,Apache License 2.0
strip-eof,1.0.0,MIT License
gradle-avro-plugin,"0.18.0, 0.1.2, 0.7.0",Apache License 2.0
copy-concurrently,1.0.5,ISC License
jackson-core,"2.12.3, 1.9.13, 2.9.8, 2.10.2, 2.9.5, 2.10.5",Apache License 2.0
AWS Java SDK for Amazon Honeycode,1.11.892,Apache License 2.0
@ngrx-schematics,"12.5.1, 12.4.0",MIT License
AppScale,1.6.5,"BSD 2-clause ""Simplified"" License"
@npmcli-promise-spawn,1.3.2,ISC License
node-jsonfile,4.0.0,MIT License
cli-spinners,"2.6.0, 2.6.1",MIT License
postcss-merge-longhand,"5.0.2, 4.0.9",MIT License
@actions-http-client,1.0.11,MIT License
bail,1.0.5,MIT License
@miaguila-ui,0.0.12,ISC License
@babel-helper-define-polyfill-provider,"0.1.5, 0.2.3, 0.2.4",MIT License
@babel-plugin-transform-member-expression-literals,"7.16.0, 7.14.5",MIT License
postcss-overflow-shorthand,2.0.0,Creative Commons Zero v1.0 Universal
d3-quadtree,v1.0.7,"BSD 3-clause ""New"" or ""Revised"" License"
itsdangerous,2.0.1,"BSD 3-clause ""New"" or ""Revised"" License"
ConfigObj,5.0.6,"BSD 3-clause ""New"" or ""Revised"" License"
compute-scroll-into-view,1.0.17,MIT License
detect-node-es,1.1.0,MIT License
babel-register,6.26.0,MIT License
@babel-plugin-syntax-optional-chaining,7.8.3,MIT License
@emotion-css,10.0.27,MIT License
default-gateway,"4.2.0, 2.7.2","BSD 2-clause ""Simplified"" License"
miller-rabin,4.0.1,MIT License
is-interactive,1.0.0,MIT License
browserify-sign,"4.2.1, 4.0.4",ISC License
eventemitter3,"3.1.0, 4.0.7",MIT License
Apache Commons Lang,"3.12.0, 3.2.1, 3.8.1, 2.6, 3.9",Apache License 2.0
convert-source-map,"1.8.0, 1.6.0, 1.1.3",MIT License
shebang-command,"1.2.0, 2.0.0",MIT License
ScalaTest,3.0.5,Apache License 2.0
